Name,ra,dec,CatalogName
1eRASSJ100502.4+045249,151.26226,4.87966,J100502+045245
1eRASS J100508.1+341426,151.28318,34.23968,
J100639.0+255443,151.66147,25.91266,mcxcJ1006.6+2554
1eRASSJ100639.7+214021,151.66738,21.67073,J100639+214013
1eRASSJ100647.3+265342,151.69645,26.89501,J100647+265342
1eRASSJ100653.1+122346,151.72201,12.39407,mcxcJ1006.8+1223
1eRASS J100720.7-850426,151.83348,-85.0737,
1eRASSJ100820.3+253343,152.08647,25.56099,CRATESJ100819+253332
1eRASSJ100838.3+171551,152.15807,17.26627,J100837+171555
1eRASS J100848.6-095450,152.20222,-9.91445,
1eRASSJ100943.6+052950,152.43148,5.49829,SDSSJ100943.55+052953.8
1eRASSJ101238.5+101720,153.16051,10.28868,SDSSJ101238.52+101719.2
J101248.1-264432,153.20075,-26.74377,N.A.
J101306.3-164120,153.27656,-16.68943,J101306-164122
1eRASS J101329.5-283124,153.3735,-28.52376,
1eRASSJ101425.4+031435,153.60608,3.24315,N.A.
J101556.5-200227,153.9857,-20.04094,PGC847065
1eRASSJ101649.4+041926,154.20415,4.3245,TEX1014+045
1eRASSJ101718.1+291434,154.32608,29.2428,NPM1G+29.0191
J101851.0-010105,154.71141,-1.01824,N.A.
J101900.5+375241,154.75213,37.87782,PGC2111896
1eRASS J101935.6+195211,154.89811,19.86969,
1eRASSJ101956.2-002414,154.9865,-0.40274,5BZQ J1019-0024
1eRASS J101958.5-023433,154.99439,-2.57663,
1eRASS J102140.2-032712,155.41756,-3.454,
J102224.8-142857,155.60353,-14.48307,PGC3095943
J102330.6+195153,155.87704,19.8651,NGC3227
J102339.7+041108,155.91527,4.18653,J102339+041111
J102350.1-271526,155.95908,-27.25685,mcxcJ1023.8-2715
1eRASSJ102512.6+152341,156.30237,15.39307,WISEAJ102512.57+152335.1
1eRASSJ102531.4+121541,156.3815,12.26232,N.A.
J102557.9+124108,156.49114,12.68561,PGC93940
1eRASS J102725.7+355433,156.85759,35.9085,
1eRASS J102754.8-231203,156.97877,-23.20097,
J102758.8-064755,156.99513,-6.79869,N.A.
1eRASSJ102913.0+262328,157.302,26.39224,J102912+262331
J103059.1+310255,157.74621,31.04881,5BZU J1030+3102
J103154.2-141651,157.97618,-14.2807,HE1029-1401
J103157.2-184632,157.98794,-18.77632,N.A.
1eRASSJ103214.3+275602,158.05841,27.93378,PGC1821863
J103438.6+393828,158.66087,39.64113,CGCG212-25
1eRASSJ103458.3+055232,158.74315,5.87551,SDSSJ103458.35+055231.8
J103459.8+304143,158.75069,30.69395,mcxcJ1034.9+3041
J103530.2-182046,158.87617,-18.34637,J103530-182048
1eRASSJ103634.0+053303,159.14115,5.55371,J103633+053313
1eRASSJ103647.7+181136,159.19907,18.19335,N.A.
1eRASSJ103808.6+233137,159.53465,23.52556,N.A.
1eRASS J103853.3+392150,159.72225,39.3644,
J103943.5-084115,159.92977,-8.68628,J103943-084107
1eRASSJ103959.1+132722,159.99586,13.45602,J103958+132721
1eRASS J104158.1-861640,160.49292,-86.2773,
1eRASS J104427.6+271809,161.11516,27.30251,
J104432.9-070406,161.13703,-7.06859,J104432-070407
J104439.3+384533,161.16288,38.75925,MCG7-22-053
J104448.6-182654,161.20277,-18.44782,J104448-182648
J104505.0+084337,161.27136,8.72747,2MASXJ10450515+0843387
1eRASS J104617.2-140228,161.57148,-14.04108,
1eRASSJ104634.3+134458,161.64563,13.75085,NGC3367
1eRASS J105007.8+113227,162.53164,11.54169,
J105026.1-125037,162.60862,-12.84439,J105026-125039
J105036.3-023618,162.65272,-2.60495,N.A.
1eRASS J105129.8-091809,162.87464,-9.30284,
1eRASSJ105517.4+020545,163.8224,2.09484,4C+02.31
1eRASSJ105702.8+230207,164.26252,23.03348,J105702+230206
1eRASS J105713.8-474011,164.30769,-47.66992,
1eRASSJ105730.7+182150,164.37766,18.36388,N.A.
1eRASS J105801.4+202913,164.50528,20.4876,
1eRASSJ110011.5+044358,165.04777,4.73376,4C05.47
1eRASSJ110038.9+273933,165.16255,27.65982,SDSSJ110039.01+273935.4
1eRASSJ110101.9+110247,165.2576,11.04668,N.A.
1eRASSJ110108.4+154406,165.28484,15.73546,SDSSJ110108.36+154407.6
1eRASSJ110310.5+275822,165.79689,27.97259,J110311+275821
J110436.3+212422,166.15152,21.40377,N.A.
1eRASSJ110437.4+283423,166.15716,28.57143,J110437+283423
1eRASSJ110539.6+041446,166.41522,4.24627,N.A.
J110631.7-005252,166.62978,-0.87979,PG1103-006
J110726.9+361611,166.86199,36.26925,N.A.
J110858.3-014932,167.24256,-1.82615,3HSPJ110858.4-014931
1eRASSJ110921.0+213758,167.33717,21.6339,SDSSJ110920.91+213802.0
J111047.9-283002,167.69998,-28.50089,ESO438-9
J111111.2-300924,167.79675,-30.15627,J111110-300927
1eRASS J111151.4+333213,167.96429,33.53746,CW UMa
J111233.4-362531,168.13903,-36.42527,5397516672542697728
1eRASSJ111320.3+173542,168.33803,17.59654,N.A.
J111349.7+093511,168.4569,9.58627,IC2637
1eRASSJ111407.1+042127,168.52891,4.35683,J111406+042121
J111450.1-121353,168.70935,-12.23083,J111450-121345
1eRASSJ111507.5+023755,168.7819,2.63265,SDSSJ111507.65+023757.5
J111552.0+012954,168.96615,1.49881,J111551+012955
1eRASSJ111557.5+242948,168.98937,24.49631,SDSSJ111557.45+242946.7
1eRASSJ111603.0+020849,169.01305,2.14782,2MASSJ11160+0208
1eRASSJ111721.6+125832,169.3404,12.97558,N.A.
1eRASS J111824.6-411606,169.60177,-41.26875,
J111908.7+211922,169.7856,21.32095,PG1116+215
J111943.7+073531,169.93293,7.59157,CGCG39-121
1eRASSJ112048.0-431550,170.20004,-43.26399,ESO265-23
1eRASSJ112114.2+032542,170.30925,3.42965,J112113.84+032542.6
J112147.0+114420,170.44609,11.73838,MARK734
1eRASSJ112154.9+104927,170.48033,10.82308,J112155+104923
1eRASS J112332.4-083931,170.88411,-8.65888,
1eRASSJ112408.9+061255,171.03619,6.21485,CGCG39-167
1eRASSJ112439.2+113120,171.16429,11.52146,SDSSJ112439.43+113117.2
1eRASSJ112448.5+242731,171.20175,24.45802,J112448+242728
1eRASS J112548.3-763031,171.44858,-76.50769,
1eRASSJ112716.5+190920,171.81795,19.15556,PGC3096049
1eRASSJ112812.0+254939,172.05095,25.82838,J112811+254948
1eRASSJ112812.9+102310,172.05427,10.38564,SDSSJ112813.02+102308.3
1eRASSJ112814.6+225151,172.06145,22.86359,CRATESJ112815+225202
J112914.8-383729,172.31181,-38.62486,J112914-383732
1eRASSJ112928.4+013019,172.36863,1.50644,SDSSJ112928.47+013023.2
1eRASSJ112952.9+221522,172.4708,22.25557,SDSSJ112952.99+221520.0
1eRASSJ113001.0+125609,172.50395,12.93661,J113000+125605
1eRASS J113109.3+263207,172.78882,26.53518,
J113120.8+333448,172.83724,33.57989,RXSJ11313+3334
J113155.0-343627,172.98028,-34.60763,N.A.
1eRASS J113241.1-265156,173.17133,-26.86577,
1eRASSJ113519.1+125314,173.82828,12.88643,PGC1418147
1eRASSJ113614.9-002317,174.06283,-0.3873,SDSSJ113614.96-002306.2
1eRASSJ113629.3+213550,174.12237,21.59611,MARK739E
1eRASSJ113656.4+175958,174.23734,17.99998,N.A.
1eRASSJ113807.7+203428,174.5349,20.57593,J113807+203433
J113808.7+275426,174.53691,27.90777,J113809+275429
J113850.9-232134,174.71246,-23.35948,HE1136-2304
J113901.7-374418,174.75653,-37.7385,NGC3783
1eRASSJ113936.9+035311,174.90262,3.88655,SDSSJ113936.62+035311.6
1eRASSJ113942.8+003519,174.9285,0.58864,N.A.
1eRASSJ114013.9+244150,175.05805,24.69705,NGC3798
J114116.1+215625,175.31769,21.93862,N.A.
1eRASSJ114117.5-001252,175.32349,-0.21398,LBQS1138+0003
J114124.0-121639,175.3506,-12.27727,CRATESJ114124-121637
1eRASSJ114128.5+055823,175.36791,5.97487,J114128+055828
J114306.0+184344,175.77513,18.72856,5BZQ J1143+1843
1eRASSJ114347.7+112849,175.94881,11.47997,RXJ11437+1128
J114408.2-054832,176.03208,-5.81035,J114407-054837
1eRASSJ114434.8+070515,176.14502,7.0877,N.A.
J114510.2+304718,176.29276,30.78821,PGC3096068
1eRASSJ114510.2+011054,176.29279,1.18184,N.A.
J114540.4-182714,176.41797,-18.454,J114539.85-182709.1
1eRASSJ114549.4+290642,176.45621,29.11169,FBQSJ1145+2906
1eRASS J114720.6-125309,176.83616,-12.88616,
1eRASSJ114953.0+104639,177.46949,10.77709,mcxcJ1149.8+1046
J115043.9+341120,177.68288,34.18866,NPM1G+34.0233
1eRASSJ115105.7+204926,177.77328,20.82688,J115105+204933
1eRASS J115203.5-112223,178.01465,-11.37329,
J115238.2-051227,178.15918,-5.20729,MCG-01.30.041
1eRASSJ115246.3+232838,178.19296,23.47606,UGC6855
1eRASSJ115414.1+291540,178.56048,29.26081,J115414+291539
1eRASSJ115504.0+034849,178.76681,3.81368,N.A.
J115517.9+232422,178.82506,23.40538,mcxcJ1155.3+2324
1eRASSJ115518.6+193940,178.82624,19.66173,CRATESJ115519+193926
1eRASSJ115523.6+150800,178.84893,15.13247,3923677371945211648
1eRASSJ115620.0-001220,179.08523,-0.2052,N.A.
J115717.5+333642,179.32177,33.61098,mcxcJ1157.3+3336
1eRASSJ115726.0+224621,179.35599,22.77191,J115725+224627
J115941.1-195925,179.92096,-19.99015,CTSJ08.06
1eRASSJ120127.3+090042,180.36426,9.01124,5BZQ J1201+0900
1eRASSJ120143.7-001110,180.43194,-0.1845,5BZGJ1201-0011
1eRASS J120149.6-015331,180.45731,-1.89117,
1eRASS J120216.9-342514,180.57077,-34.42101,
J120226.8-012916,180.60862,-1.48823,N.A.
1eRASS J120256.3-354505,180.73534,-35.75229,
1eRASS J120333.1+022934,180.88764,2.49291,
J120346.0-121331,180.94188,-12.22555,N.A.
1eRASSJ120525.5+084503,181.35646,8.75085,J120525+084503
1eRASSJ120558.0+134405,181.49282,13.7341,NPM1G+14.0306
J120612.4-084805,181.55025,-8.80096,J120612-084803
J120624.3-243549,181.60059,-24.59656,J120624-243547
1eRASSJ120638.9+281024,181.66208,28.17167,14159
J120707.6-254130,181.78221,-25.69241,J120707-254133
J120910.1-044517,182.29194,-4.75496,HE1206-0428
1eRASSJ121044.1+190940,182.68345,19.16086,SDSSJ121044.02+190939.0
1eRASSJ121045.5+205602,182.68847,20.93435,SDSSJ121045.23+205603.6
1eRASSJ121122.5+130940,182.84353,13.16031,SDSSJ121122.44+130937.2
1eRASSJ121142.9+080104,182.92695,8.01919,N.A.
1eRASS J121145.4-282157,182.93995,-28.36574,
1eRASS J121320.6-090446,183.33616,-9.07984,SAO138652
J121354.5-053018,183.47683,-5.50507,PGC1043871
1eRASSJ121413.7+052254,183.5565,5.38176,SDSSJ121413.55+052254.3
J121709.8+071128,184.2914,7.19134,NGC4235
J121826.6+294846,184.61046,29.81183,MKN766
1eRASSJ121843.3+153620,184.6808,15.60477,SDSSJ121843.39+153617.2
1eRASS J121921.0+063841,184.83741,6.6439,
1eRASSJ121924.8+283229,184.85244,28.54077,J121924+283226
J122006.5+291652,185.02833,29.28071,CRATESJ122006+291703
1eRASSJ122118.9+061201,185.32965,6.20087,N.A.
1eRASSJ122207.0+134456,185.52725,13.74885,PGC97408
1eRASSJ122212.2+213739,185.55189,21.62768,SDSSJ122212.44+213739.6
1eRASSJ122255.0+154922,185.72678,15.82338,J122254+154920
1eRASSJ122437.5+093327,186.15549,9.55817,J122437+093325
J122512.9+121835,186.30387,12.30999,N.A.
1eRASSJ122547.5+185839,186.44737,18.97843,J122547+185842
1eRASSJ122556.7+273635,186.48545,27.61014,J122556+273636
1eRASSJ122644.5-003724,186.68705,-0.62164,J122644-003718
J122744.9+084152,186.93711,8.69774,2E1225+0858
1eRASS J122804.1-213547,187.01638,-21.59694,
J122946.7+080002,187.44417,8.00081,NGC4472
1eRASSJ123050.2+091650,187.70867,9.28102,J123049+091650
1eRASSJ123055.0+024716,187.72966,2.78712,SDSSJ123055.11+024713.5
1eRASSJ123137.0-475801,187.90476,-47.96722,N.A.
J123203.5+200930,188.01229,20.15733,MCG3-32-061
1eRASS J123212.0-421750,188.05,-42.29763,
1eRASSJ123415.5-012319,188.56541,-1.38938,N.A.
1eRASSJ123419.7+062812,188.58035,6.46994,J123418+062814
1eRASS J123438.7+235005,188.66079,23.83702,
1eRASSJ123453.7+095751,188.72255,9.96499,SDSSJ123453.41+095753.8
1eRASSJ123455.9+153356,188.73292,15.56565,IC3528
1eRASS J123557.4+132925,188.98917,13.49022,
1eRASS J123646.6-502009,189.19374,-50.33557,SAO240089
J123743.5+114907,189.43131,11.8183,J123743+114906
J123939.3-052038,189.91455,-5.34416,NGC4593
1eRASSJ123944.8+195423,189.93701,19.90659,N.A.
J123959.7-113724,189.99748,-11.62288,CRATESJ123959-113709
1eRASS J124028.2-230925,190.11762,-23.15803,
1eRASSJ124129.0+183653,190.37192,18.61395,SDSSJ124129.25+183650.2
J124131.8-304140,190.38218,-30.69414,UVQSJ124131.93-304140.0
1eRASSJ124152.4+163322,190.46854,16.55624,J124152+163322
J124323.8+051450,190.84921,5.24632,SDSSJ124323.82+051446.3
J124339.9+113309,190.91637,11.55271,J124339+113309
1eRASSJ124406.3+174831,191.0287,17.80859,3935707476557098624
1eRASSJ124623.1+002837,191.59584,0.47775,PGC1166985
1eRASSJ124635.2+022208,191.6468,2.36899,N.A.
1eRASSJ124824.5+052604,192.10174,5.43408,J124824+052602
1eRASS J124842.8+065423,192.17889,6.90568,SAO119604
1eRASS J124854.8-065951,192.22844,-6.99748,
J124952.3-364508,192.46798,-36.7523,N.A.
1eRASS J125006.5-404732,192.52762,-40.79235,
1eRASSJ125016.1+045746,192.56628,4.9633,N.A.
1eRASS J125142.1+240435,192.9269,24.0758,
1eRASS J125144.0-512805,192.93361,-51.4682,
J125212.4-132453,193.05157,-13.41484,NGC4748
J125234.8-311556,193.14582,-31.26595,J125234-311559
J125305.9-091214,193.274,-9.20445,J125305-091221
J125346.1-262422,193.44377,-26.40598,J125346-262421
J125422.3-290045,193.59269,-29.01302,J125422-290049
J125424.6-282632,193.60335,-28.44217,6185479928240385920
J125440.6-291341,193.67015,-29.22829,J125440-291337
1eRASSJ125500.4+034043,193.74958,3.68072,5BZQJ1255+0340
1eRASS J125519.6+014413,193.83239,1.73676,
1eRASSJ125643.2+214058,194.18182,21.68301,3942880106301763072
1eRASS J125706.4-443521,194.27666,-44.58894,
1eRASSJ125739.3+080933,194.41416,8.1593,N.A.
1eRASSJ125741.0+202347,194.42104,20.39659,IRAS12551+2040
J125747.9-235044,194.44959,-23.84518,PGC83698
J125922.3-041138,194.84336,-4.1959,J125922-041144
J130058.2-231215,195.24261,-23.20427,3HSPJ130058.5-231215
J130252.7-023059,195.71866,-2.51511,J130252-023051
J130258.7+162428,195.74516,16.40786,MARK783
1eRASS J130322.1-134132,195.84262,-13.69233,
J130342.5-241445,195.92719,-24.24509,NVSSJ13037-2414
1eRASS J130350.5-395032,195.96064,-39.84249,
1eRASSJ130412.4+044017,196.05112,4.67134,SDSSJ130412.26+044016.8
1eRASSJ130434.9+184749,196.146,18.79695,SDSSJ130435.03+184749.0
1eRASSJ130451.3+245446,196.21424,24.91274,HS1302+2510
1eRASSJ130529.2+124938,196.37134,12.82652,J130529+124935
1eRASSJ130619.3+111341,196.5802,11.22772,TXS 1303+114
1eRASS J130715.7-760248,196.81524,-76.04604,
J130810.2-380115,197.04261,-38.0208,J130809-380116
1eRASSJ130842.4+021924,197.17603,2.32347,SDSSJ130842.23+021924.4
1eRASSJ130842.7+024327,197.17827,2.72437,N.A.
1eRASSJ130919.2-013726,197.32957,-1.62255,J130919-013720
1eRASS J131055.2-484404,197.72977,-48.7342,
1eRASSJ131056.9+215800,197.73477,21.96571,J131056+215756
1eRASSJ131253.6+082334,198.22411,8.39368,SAO119817
1eRASS J131256.7+163150,198.23659,16.5306,
1eRASS J131452.4-354321,198.71906,-35.72285,
1eRASSJ131521.6+164152,198.84038,16.69926,J131521+164157
J131523.7-162310,198.84965,-16.38646,N.A.
1eRASS J131555.1+212521,198.97982,21.42282,
1eRASSJ131558.2+191155,198.99233,19.19765,SDSSJ131558.15+191151.5
1eRASS J131603.0-054008,199.01241,-5.66892,SAO139251
1eRASSJ131614.5+023938,199.06042,2.66082,N.A.
1eRASS J131651.2-084920,199.21328,-8.82243,
J131711.9-382148,199.30039,-38.36445,J131711-382149
1eRASS J132135.3-001305,200.39709,-0.21833,
1eRASS J132217.9-210138,200.57523,-21.02835,
1eRASS J132255.4+080942,200.73077,8.16176,
1eRASS J132326.8-165758--,200.86201,-16.96697,
J132419.6+041905,201.08185,4.31866,J132419+041907
1eRASS J132451.8+213547,201.2164,21.59707,
1eRASS J132519.5-382454,201.33073,-38.41456,
J132617.5+001317,201.57314,0.22153,N.A.
J132723.7+033745,201.84738,3.6295,J132723+033748
J133007.2-214200,202.52971,-21.70098,N.A.
J133113.8-252409,202.80737,-25.40267,ESO509-38
J133333.0-102813,203.38766,-10.46975,NVSSJ13335-1028
1eRASS J133553.7-341744,203.97387,-34.29573,
J133816.1+043232,204.56596,4.54269,NGC5252
J133950.3+155928,204.95998,15.99115,1RXSJ13398+1559
J134112.9-143839,205.30339,-14.64432,NPM1G-14.0512
J134114.0-005315,205.30785,-0.88783,UM602
1eRASS J134441.7-451007,206.17361,-45.16866,
1eRASS J134507.6-462132,206.28527,-46.35888,
J134613.2-163237,206.55323,-16.54429,mcxcJ1346.2-1632
J134730.8-114510,206.87784,-11.75239,J134730.62-114509.6
1eRASS J134752.2-403800,206.9676,-40.63341,
1eRASS J134919.2-301834,207.33015,-30.30956,
1eRASS J134922.7+103526,207.34425,10.58958,SAO100722
J135022.0+094012,207.59325,9.66958,5BZG J1350+0940
1eRASS J135439.5-421457,208.66377,-42.24915,
J135636.6-193144,209.15276,-19.52894,ESO578-9
1eRASS J135900.2-415253,209.75036,-41.88129,
1eRASS J140058.9-405836,210.245,-40.97627,
J140102.0+025240,210.25843,2.87847,mcxcJ1401.0+0252
1eRASS J140319.5-412259,210.8287,-41.38137,
J140410.4+093744,211.04381,9.62929,2E1401+0952
1eRASS J140538.6-180421,211.41057,-18.07255,SAO158338
J140729.6-270101,211.87396,-27.01786,5BZG J1407-2701
1eRASS J140806.8-302354,212.02819,-30.39837,
1eRASS J140824.4-155929,212.10162,-15.99119,
J141315.0-031228,213.31193,-3.20752,NGC5506
1eRASS J141655.7-252413,214.23238,-25.40362,
J141809.0+073353,214.5385,7.56464,NGC5546
1eRASS J141903.8-131045,214.76572,-13.17926,PG1416-129
J141908.3+075451,214.78451,7.91347,CGCG47-5
J141922.2-263840,214.84332,-26.64465,ESO511-30
J141935.9+064739,214.90033,6.79375,N.A.
J141949.7-192825,214.95661,-19.47396,N.A.
1eRASS J142416.4-382648,216.06854,-38.44646,
1eRASS J142529.1-411333,216.37082,-41.22571,
1eRASS J142605.1-372138,216.52092,-37.36158,
1eRASS J142732.8-425118,216.88596,-42.85488,
J142906.6+011706,217.27745,1.28506,MARK1383
J143649.7-161341,219.20527,-16.22881,N.A.
J143821.9+034012,219.58847,3.67031,J143821+034013
J144456.9-234740,221.23719,-23.7944,ESO512-20
J144652.0-341312,221.71582,-34.22001,WISEAJ144651.96-341311.7
1eRASS J145339.9-263514,223.41606,-26.58745,
J145905.1-084232,224.77164,-8.70903,J145905-084232
J145928.8-181045,224.86979,-18.17922,5BZU J1459-1810
1eRASS J145955.4-181448,224.9808,-18.24668,
J150058.3-083107,225.24289,-8.51892,SAO140270
1eRASS J150116.7-433931,225.31945,-43.65835,
J150407.6-024816,226.03125,-2.80458,5BZG J1504-0248
J150622.5-203031,226.59478,-20.50715,J150622-203025
1eRASS J150803.1-270157,227.01279,-27.03201,
J150854.0-001150,227.22448,-0.19715,CGCG21-17
J151159.8-211901,227.99901,-21.31704,IRASF15091-2107
J151208.3-302301,228.0343,-30.3836,J151208-302300
1eRASS J151515.5-782012,228.81387,-78.33668,
J151721.2-190101,229.33832,-19.01662,SAO159153
1eRASS J151807.4-380426,229.53112,-38.0734,
1eRASS J152024.2-303733,230.10051,-30.6256,
J152228.7-064441,230.61985,-6.74486,PGC1029293
J152412.8-315421,231.05476,-31.90601,N.A.
1eRASS J153026.2-321814,232.60903,-32.30335,SAO206708
1eRASS J153223.1-083201,233.09686,-8.53369,
1eRASS J153701.9-313639,234.25732,-31.61067,
J154131.2-252036,235.37997,-25.34353,SAO183706
J154631.4-282210,236.63056,-28.36941,J154631-282209
J154824.9-134527,237.104,-13.7575,NGC5995
J154843.1-320711,237.17973,-32.11957,N.A.
J155821.9-140957,239.59124,-14.16634,PKS 1555-140
1eRASS J160157.7-720234,240.49006,-72.04338,
1eRASS J160253.9-202249,240.72453,-20.38006,
J160346.7-224409,240.94475,-22.73578,J160346-224408
1eRASS J161158.6-192658,242.99366,-19.45051,SAO159763
1eRASS J161216.2-282501,243.06508,-28.41696,SAO184217
1eRASS J161845.4-142424,244.68866,-14.40694,
1eRASS J162451.3-223935,246.21431,-22.65892,
J162602.9-242338,246.51251,-24.39357,J162602-242339
J162623.0-332940,246.59577,-33.49325,J162622-332935
1eRASS J162829.0-700501,247.12101,-70.08357,SAO253554
1eRASS J162924.4-262555,247.35038,-26.43208,SAO184415
J163830.8-205524,249.62934,-20.92384,N.A.
1eRASS J164416.2-771548,251.06791,-77.2638,1FLAT_J164416.4-771548
1eRASSJ164520.1-733511,251.33007,-73.58605,J164520-733512
J164809.0-315615,252.03705,-31.93699,J164808-315612
1eRASS J170025.1-724044,255.10592,-72.67916,
1eRASS J170946.4-595737,257.44478,-59.96038,
1eRASSJ171725.4-665706,259.35604,-66.95163,SAO253856
J171801.1-372623,259.5063,-37.44018,5973630047897571200
1eRASS J172916.5-685441,262.31766,-68.91085,
J173728.3-290803,264.36816,-29.13377,GRS1734-292
1eRASS J173736.0-563403,264.39876,-56.56747,
1eRASS J174201.6-605513,265.50579,-60.92018,
1eRASS J175707.1-451556,269.28018,-45.26523,
1eRASS J180716.9-701247,271.81912,-70.21198,
1eRASS J180951.6-655615,272.46784,-65.93744,
J182338.7-345412,275.91075,-34.90333,3HSPJ182338.6-345412
1eRASS J182427.0-584509,276.11241,-58.75245,
1eRASS J183658.1-592408,279.24266,-59.40213,
1eRASS J183714.4-414130,279.31003,-41.69168,
1eRASSJ184536.9-645149,281.40457,-64.86341,J184537.05-645145.8
1eRASSJ184702.9-783149,281.76122,-78.53045,N.A.
1eRASS J185305.8-501051,283.27438,-50.18092,SAO245781
1eRASS J185440.5-785353,283.66569,-78.8993,
1eRASS J190300.3-492158,285.75122,-49.36682,
1eRASS J190608.7-485025,286.53685,-48.84087,6dFJ190608.8-485027
J190750.4-392331,286.95987,-39.39166,NVSSJ19078-3923
1eRASS J190921.6-541706,287.33907,-54.2858,
1eRASS J190938.9-622855,287.41188,-62.48164,ESO104-41
1eRASSJ093521.3+023222,287.67747,5.08025,J093521+023227
1eRASS J191642.2-635139,289.17721,-63.86145,
1eRASS J191739.6-453030,289.41502,-45.50849,
1eRASS J191741.8-515238,289.42468,-51.87766,
1eRASSJ192114.1-584012,290.30895,-58.67027,N.A.
1eRASS J192149.4-585831,290.45495,-58.97565,PGC374930
1eRASS J192314.3-492502,290.81046,-49.41709,
1eRASS J193819.5-432645,294.58137,-43.44597,
1eRASS J194732.3-421750,296.88481,-42.29717,
1eRASS J195028.3-583606,297.61696,-58.60106,
1eRASS J200145.0-592233,300.43197,-59.37434,
1eRASSJ200847.1-610600,302.19536,-61.09994,NGC6860
1eRASS J201158.4-570512,302.99354,-57.08657,
1eRASSJ201519.5-605445,303.83096,-60.91235,RXSJ20153-6054
1eRASS J203211.0-444528,308.0462,-44.75654,
1eRASS J204937.0-800759,312.40557,-80.13374,SAO258871
1eRASSJ205840.1-702517,314.66708,-70.42205,SAO257869
1eRASS J205920.2-610520,314.83403,-61.08835,
1eRASS J210100.5-613217,315.25055,-61.53846,
1eRASS J210122.9-454950,315.34588,-45.83056,3HSPJ210123.1-454949
1eRASS J211033.2-522742,317.63898,-52.46167,
1eRASS J211332.3-625713,318.38447,-62.95367,
1eRASS J211551.5-591354,318.96545,-59.23117,
1eRASS J212044.0-543758,320.18339,-54.63339,
1eRASS J213136.1-503706,322.90028,-50.61857,
1eRASS J213529.3-623006,323.87207,-62.50248,
1eRASSJ213623.2-622359,324.09628,-62.40014,N.A.
1eRASSJ213652.6-643803,324.21969,-64.63439,RXSJ21368-6438
1eRASSJ214359.4-563717,325.9942,-56.62339,SWXCS J214359-5637.4
1eRASS J215424.3-495641,328.60093,-49.94505,
1eRASS J220026.2-732353,330.11047,-73.3967,
1eRASS J220255.3-565935,330.72953,-56.99376,
1eRASS J220814.4-730959,332.05956,-73.16682,
1eRASS J221329.5-645510,333.37258,-64.91991,
1eRASS J222636.1-444057,336.64976,-44.68255,
1eRASS J223100.2-661903,337.75111,-66.31791,
1eRASS J223455.7-843450,338.73239,-84.5815,
1eRASS J224223.7-604432,340.59891,-60.74203,
1eRASS J224520.3-465211,341.33409,-46.87008,
1eRASS J224523.8-393440,341.34915,-39.57795,
1eRASSJ224841.2-510953,342.17154,-51.16481,6513534512472619648
1eRASS J224948.6-434625,342.45202,-43.77415,
1eRASS J230152.0-550830,345.46685,-55.14184,
1eRASS J230541.6-710311,346.42198,-71.05311,
1eRASS J231041.8-434735,347.67396,-43.7931,5BZGJ2310-4347
J232524.2-382649,351.35067,-38.44692,IRAS23226-3843
1eRASS J232637.6-610601,351.65643,-61.10039,
1eRASS J233218.1-602642,353.07572,-60.44536,
1eRASS J233615.6-483501,354.06501,-48.58353,
J234313.7-363751,355.80717,-36.63147,RXSJ23432-3638
1eRASS J234443.8-424315,356.18231,-42.72089,
1eRASS J234828.7-775626,357.11946,-77.94079,
J235700.8-344530,359.2534,-34.75884,J235700-344526
